;tweetid;stance;senti;target;moral;toxic;act;vad
150;593332018823434241;NONE;NEGATIVE;Atheism;[1, 0, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.15254545454545454, 0.20363636363636364, 0.2453636363636364]
151;593335769856507904;AGAINST;POSITIVE;Atheism;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;exp;[0.5137142857142857, 0.34242857142857147, 0.4928571428571429]
152;593342483842605056;NONE;POSITIVE;Atheism;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.3727692307692308, 0.26061538461538464, 0.3046923076923077]
153;593354889268469761;FAVOR;NEGATIVE;Atheism;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.3666153846153846, 0.23438461538461539, 0.3290769230769231]
154;593377266253467648;AGAINST;NEGATIVE;Atheism;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.44472727272727275, 0.2765454545454546, 0.4170909090909091]
155;593383631713767424;AGAINST;NEITHER;Atheism;[0, 0, 0, 0, 1, 0, 0, 0, 0, 1];non_toxic;oth;[0.3930666666666667, 0.3317333333333333, 0.35906666666666676]
156;593383741931655168;NONE;POSITIVE;Atheism;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;sta;[0.45425, 0.24608333333333335, 0.3580833333333333]
157;593388034999119872;AGAINST;POSITIVE;Atheism;[0, 0, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;oth;[0.31646666666666673, 0.1702, 0.27199999999999996]
158;593396434008834048;FAVOR;NEGATIVE;Atheism;[0, 0, 1, 0, 1, 0, 0, 0, 1, 0];toxic;sta;[0.12300000000000001, 0.2161818181818182, 0.1528181818181818]
159;593399236055695360;NONE;POSITIVE;Atheism;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.5600769230769231, 0.3597692307692308, 0.4902307692307692]
160;593400524894031872;AGAINST;POSITIVE;Atheism;[0, 0, 1, 0, 0, 0, 1, 0, 0, 0];non_toxic;sta;[0.434, 0.3814285714285714, 0.48271428571428565]
161;593401268061786112;AGAINST;POSITIVE;Atheism;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.56725, 0.4760000000000001, 0.559125]
162;593401336214986752;AGAINST;POSITIVE;Atheism;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.5315000000000001, 0.3116, 0.5191]
163;593402370048032768;AGAINST;NEGATIVE;Atheism;[0, 0, 0, 0, 1, 0, 1, 0, 0, 0];non_toxic;oth;[0.4197, 0.3639, 0.45820000000000005]
164;593417197764108288;AGAINST;POSITIVE;Atheism;[0, 0, 1, 0, 0, 0, 0, 0, 0, 1];non_toxic;que;[0.6296153846153847, 0.338923076923077, 0.5436153846153846]
165;593431843766140928;NONE;POSITIVE;Atheism;[0, 1, 0, 0, 1, 0, 0, 0, 0, 0];toxic;oth;[1.1354545454545453, 0.7304545454545455, 1.0188181818181816]
166;593435911267831808;AGAINST;POSITIVE;Atheism;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;exp;[0.2814666666666667, 0.14120000000000002, 0.19926666666666668]
167;593440926413893632;AGAINST;POSITIVE;Atheism;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.5816363636363636, 0.37081818181818177, 0.5285454545454545]
168;593445779827662849;AGAINST;POSITIVE;Atheism;[0, 1, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.2648235294117647, 0.2620588235294118, 0.2998823529411765]
169;593456661454553088;AGAINST;POSITIVE;Atheism;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.32687499999999997, 0.21375000000000002, 0.31725000000000003]
170;593456742270410752;AGAINST;POSITIVE;Atheism;[0, 1, 0, 1, 0, 1, 0, 0, 0, 0];non_toxic;oth;[0.44145454545454543, 0.31345454545454543, 0.3938181818181818]
171;593460075525775360;AGAINST;POSITIVE;Atheism;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.5180833333333333, 0.3483333333333334, 0.50575]
172;593463022380789760;NONE;NEGATIVE;Atheism;[0, 0, 0, 0, 0, 1, 0, 0, 1, 0];non_toxic;sug;[0.6676, 0.7664, 0.8371999999999999]
173;593471530291572736;NONE;NEGATIVE;Atheism;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];toxic;sug;[0.22916666666666666, 0.14566666666666667, 0.208]
174;593476523883106304;AGAINST;POSITIVE;Atheism;[0, 1, 0, 1, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0.6938461538461538, 0.4486153846153846, 0.5680769230769231]
175;593480441094656000;AGAINST;POSITIVE;Atheism;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.4085833333333333, 0.24175, 0.37566666666666665]
176;593481961160704002;FAVOR;NEGATIVE;Atheism;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.2947777777777778, 0.3467777777777778, 0.35244444444444445]
177;593492157127864320;NONE;POSITIVE;Atheism;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;sug;[0.7975, 0.4338333333333333, 0.6583333333333333]
178;614110285641723905;NONE;POSITIVE;Atheism;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;que;[0.43385714285714283, 0.29357142857142854, 0.3671428571428571]
179;614111024422125568;AGAINST;POSITIVE;Atheism;[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.4150833333333333, 0.3278333333333333, 0.43250000000000005]
180;614116750292942848;NONE;NEGATIVE;Atheism;[0, 1, 0, 1, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0.3937142857142857, 0.3022857142857142, 0.2857142857142857]
181;614122170231357444;NONE;NEGATIVE;Atheism;[0, 1, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;sug;[0.6695, 0.31087499999999996, 0.5482499999999999]
182;614146255833403392;AGAINST;POSITIVE;Atheism;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.5457272727272727, 0.26245454545454544, 0.4120909090909091]
183;614148863511908352;AGAINST;POSITIVE;Atheism;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];non_toxic;sug;[0.5647272727272727, 0.3024545454545455, 0.5246363636363637]
184;614150013074186242;NONE;POSITIVE;Atheism;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;oth;[0.37266666666666665, 0.30150000000000005, 0.33725000000000005]
185;614153593818447872;NONE;POSITIVE;Atheism;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.5757, 0.4349, 0.5029]
186;614155670019964928;FAVOR;NEGATIVE;Atheism;[0, 1, 0, 1, 0, 0, 0, 0, 1, 0];non_toxic;exp;[0.5548571428571429, 0.3775, 0.5156428571428572]
187;614166793574158336;AGAINST;POSITIVE;Atheism;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.8909999999999999, 0.6056666666666667, 0.78375]
188;614169555418673152;AGAINST;POSITIVE;Atheism;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];non_toxic;sta;[0.21175, 0.119625, 0.18937500000000002]
189;614181946298658816;AGAINST;POSITIVE;Atheism;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.7218333333333332, 0.3998333333333333, 0.7949999999999999]
190;614190867541282818;NONE;NEGATIVE;Atheism;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];toxic;sta;[0.37820000000000004, 0.2551333333333334, 0.2626]
191;614195815784054784;AGAINST;POSITIVE;Atheism;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;oth;[0.33910000000000007, 0.1731, 0.2789]
192;614201849478955008;AGAINST;POSITIVE;Atheism;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.36166666666666664, 0.2237777777777778, 0.3161111111111111]
193;614204063123554304;AGAINST;POSITIVE;Atheism;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;que;[0.2635625, 0.158625, 0.22656250000000006]
194;614217058126045184;AGAINST;POSITIVE;Atheism;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.3199, 0.31720000000000004, 0.3444]
195;614221737174110209;AGAINST;POSITIVE;Atheism;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sug;[0.5303333333333333, 0.4007777777777778, 0.47277777777777785]
196;614227593064226816;AGAINST;POSITIVE;Atheism;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sta;[0.6272, 0.548, 0.6957]
197;614231705214283776;FAVOR;NEITHER;Atheism;[1, 0, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.4378461538461539, 0.33999999999999997, 0.42646153846153845]
198;614238324224589824;AGAINST;POSITIVE;Atheism;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.48625, 0.28983333333333333, 0.41050000000000003]
199;614281504106000388;FAVOR;POSITIVE;Atheism;[0, 0, 0, 0, 0, 1, 0, 1, 0, 0];non_toxic;exp;[0.5686153846153845, 0.29892307692307696, 0.45361538461538464]
200;614282315481677824;NONE;NEITHER;Atheism;[0, 0, 0, 0, 0, 0, 1, 0, 0, 1];non_toxic;oth;[0.23057142857142857, 0.1372857142857143, 0.21971428571428572]
201;614284607463235588;AGAINST;POSITIVE;Atheism;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;exp;[0.6727142857142858, 0.3871428571428571, 0.5987142857142856]
202;614298094641901568;NONE;NEGATIVE;Atheism;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.4600714285714286, 0.27978571428571425, 0.48071428571428576]
203;614298725578465280;NONE;NEGATIVE;Atheism;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.31457142857142856, 0.23192857142857143, 0.3558571428571428]
204;614299246515257344;NONE;POSITIVE;Atheism;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.3075, 0.1591, 0.2802]
205;614301589310996480;AGAINST;POSITIVE;Atheism;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.48363636363636364, 0.1509090909090909, 0.3583636363636364]
206;614306068085116929;NONE;NEGATIVE;Atheism;[0, 0, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.3535, 0.2361428571428572, 0.29700000000000004]
207;614317058545844224;FAVOR;NEGATIVE;Atheism;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];toxic;sta;[0.1361, 0.1539, 0.1591]
208;614326281216335872;AGAINST;POSITIVE;Atheism;[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.29312499999999997, 0.159875, 0.255375]
209;614364596846133253;NONE;NEGATIVE;Atheism;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.19138461538461538, 0.2136153846153846, 0.24938461538461537]
210;614376470459367424;AGAINST;POSITIVE;Atheism;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.1226, 0.07766666666666668, 0.13]
211;614379743018938369;AGAINST;POSITIVE;Atheism;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.4245333333333334, 0.23073333333333332, 0.4151333333333333]
212;614394398890135552;AGAINST;NEGATIVE;Atheism;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];non_toxic;sta;[0.32533333333333325, 0.3333333333333333, 0.32333333333333336]
213;614405278260441088;NONE;NEGATIVE;Atheism;[0, 0, 0, 0, 0, 0, 1, 0, 1, 0];toxic;sta;[0.1902142857142857, 0.36457142857142866, 0.2929285714285714]
214;614437945769107457;NONE;POSITIVE;Atheism;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.37607142857142856, 0.27214285714285713, 0.30657142857142855]
215;614438772885729280;NONE;NEGATIVE;Atheism;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];toxic;que;[0.16084615384615386, 0.31169230769230766, 0.2611538461538461]
216;614439120140681221;NONE;NEGATIVE;Atheism;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.4709, 0.36219999999999997, 0.42940000000000006]
217;614440876669059072;NONE;NEGATIVE;Atheism;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.32333333333333336, 0.24566666666666664, 0.297]
218;614443906843803648;NONE;NEGATIVE;Atheism;[0, 1, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.4910769230769232, 0.2639230769230769, 0.3773846153846154]
219;614448573682438144;NONE;POSITIVE;Atheism;[1, 0, 0, 0, 0, 1, 0, 0, 0, 0];toxic;que;[0.38446153846153847, 0.3278461538461538, 0.38046153846153846]
220;614451606646452225;NONE;NEGATIVE;Atheism;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];toxic;exp;[0.30490000000000006, 0.24659999999999999, 0.27549999999999997]
221;614452782158909440;NONE;POSITIVE;Atheism;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.3999166666666667, 0.20450000000000002, 0.2853333333333333]
222;614453261958029313;NONE;NEGATIVE;Atheism;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;sta;[0.27166666666666667, 0.23716666666666666, 0.2435]
223;614454906007777280;NONE;POSITIVE;Atheism;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.5517333333333333, 0.3394666666666667, 0.49466666666666664]
224;614459944360751104;FAVOR;POSITIVE;Atheism;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.4015294117647059, 0.2510588235294118, 0.3496470588235294]
225;614466607327285248;AGAINST;NEGATIVE;Atheism;[0, 1, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5016470588235294, 0.41670588235294115, 0.5384117647058824]
226;614466893802524672;FAVOR;POSITIVE;Atheism;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.41933333333333334, 0.3469166666666667, 0.3809166666666666]
227;614469100358627328;FAVOR;NEGATIVE;Atheism;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sug;[0.422, 0.35664285714285715, 0.4307857142857144]
228;614471199557578752;AGAINST;POSITIVE;Atheism;[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;exp;[0.44826666666666665, 0.3642, 0.49559999999999993]
229;614472498139131904;FAVOR;NEGATIVE;Atheism;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.4377499999999999, 0.2986666666666667, 0.44141666666666657]
230;614472790414995456;NONE;POSITIVE;Atheism;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.583, 0.3725333333333333, 0.47446666666666665]
231;614480391089602561;NONE;POSITIVE;Atheism;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.743888888888889, 0.3934444444444445, 0.5363333333333333]
232;614488406668673024;FAVOR;NEGATIVE;Atheism;[1, 0, 1, 0, 0, 0, 0, 0, 1, 0];toxic;que;[0.31106666666666666, 0.3513333333333334, 0.3290666666666667]
233;614488927131426816;FAVOR;NEGATIVE;Atheism;[0, 0, 0, 0, 1, 0, 0, 0, 0, 1];toxic;sug;[0.28078571428571425, 0.2869285714285715, 0.32171428571428573]
234;614489534689083392;NONE;POSITIVE;Atheism;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];non_toxic;sta;[0.5214, 0.3127333333333333, 0.44773333333333337]
235;614492758087069696;NONE;POSITIVE;Atheism;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;que;[0.5465789473684209, 0.3442105263157895, 0.4005263157894737]
236;614500261558657024;NONE;POSITIVE;Atheism;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.3725833333333333, 0.2325, 0.3199166666666667]
237;614503050510778368;NONE;POSITIVE;Atheism;[1, 0, 0, 1, 0, 1, 0, 0, 0, 0];non_toxic;oth;[0.51675, 0.3661666666666667, 0.4444166666666667]
238;614506413243502593;FAVOR;NEITHER;Atheism;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.4843333333333333, 0.2874166666666667, 0.43716666666666665]
239;614508369295052800;NONE;POSITIVE;Atheism;[0, 1, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.4678000000000001, 0.31239999999999996, 0.4556]
240;614509955178041344;NONE;POSITIVE;Atheism;[1, 0, 0, 0, 1, 0, 0, 1, 0, 0];non_toxic;exp;[0.42191666666666666, 0.2195, 0.3125833333333334]
241;614512291954999296;FAVOR;NEGATIVE;Atheism;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.4686923076923077, 0.32007692307692304, 0.44692307692307687]
242;614514383583096832;AGAINST;POSITIVE;Atheism;[0, 1, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.4627142857142857, 0.24, 0.4794285714285714]
243;614516346496413697;NONE;POSITIVE;Atheism;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;sta;[0.34249999999999997, 0.23409999999999997, 0.36319999999999997]
244;614518747315843072;NONE;NEGATIVE;Atheism;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;oth;[0.2532857142857143, 0.16564285714285715, 0.18178571428571427]
245;614520720509505536;AGAINST;POSITIVE;Atheism;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;oth;[0.34125, 0.32875, 0.35375]
246;614521151818235904;NONE;NEITHER;Atheism;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0.34600000000000003, 0.213, 0.3398888888888889]
247;614522836745523200;NONE;NEGATIVE;Atheism;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];toxic;sta;[0.6694444444444445, 0.4895555555555555, 0.6356666666666666]
248;614526098068508672;FAVOR;NEGATIVE;Atheism;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.3118, 0.1678, 0.264]
249;614529088301219841;FAVOR;POSITIVE;Atheism;[0, 0, 1, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.36263636363636365, 0.2051818181818182, 0.30363636363636365]
250;614530893592440832;NONE;NEITHER;Atheism;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.45757142857142863, 0.28271428571428564, 0.41228571428571426]
251;614535542508617729;NONE;POSITIVE;Atheism;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.6277333333333334, 0.3920666666666667, 0.5198]
252;614539152818728961;FAVOR;NEGATIVE;Atheism;[0, 0, 1, 0, 1, 0, 0, 0, 0, 0];toxic;exp;[0.2721538461538462, 0.23623076923076922, 0.22315384615384615]
253;614540481100300288;FAVOR;NEITHER;Atheism;[0, 0, 0, 0, 0, 0, 1, 0, 1, 0];non_toxic;que;[0.104, 0.07207692307692307, 0.09615384615384616]
254;614540731705786368;FAVOR;POSITIVE;Atheism;[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];toxic;exp;[0.41691666666666666, 0.39225, 0.51175]
255;614540924341751808;FAVOR;NEGATIVE;Atheism;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.3531428571428572, 0.2377857142857143, 0.30957142857142855]
256;614548196333780992;NONE;NEGATIVE;Atheism;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];toxic;sug;[0.13844444444444445, 0.1381111111111111, 0.13922222222222222]
257;614561468751679488;AGAINST;POSITIVE;Atheism;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.5777142857142856, 0.36271428571428566, 0.40628571428571425]
258;614570178395901952;AGAINST;POSITIVE;Atheism;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;oth;[0.5268333333333334, 0.304, 0.4371666666666667]
259;614571549459247104;AGAINST;POSITIVE;Atheism;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.50325, 0.263125, 0.41125000000000006]
260;614575126886092800;FAVOR;NEGATIVE;Atheism;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];toxic;sta;[0.30238461538461536, 0.49123076923076925, 0.3571538461538462]
261;614587602977562624;AGAINST;POSITIVE;Atheism;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sug;[0.32273333333333326, 0.21666666666666667, 0.253]
262;614600562269638656;NONE;NEGATIVE;Atheism;[0, 0, 0, 0, 1, 0, 1, 0, 0, 0];toxic;exp;[0.3067272727272728, 0.37972727272727275, 0.338]
263;614602549828657152;NONE;POSITIVE;Atheism;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.37424999999999997, 0.26133333333333336, 0.29491666666666666]
264;614625140517646336;NONE;POSITIVE;Atheism;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.5525294117647058, 0.3877058823529412, 0.4918823529411766]
265;614667562035490816;NONE;NEGATIVE;Atheism;[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;oth;[0.20225, 0.119, 0.18791666666666665]
266;614684296926748672;AGAINST;POSITIVE;Atheism;[1, 0, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;oth;[0.5149090909090909, 0.2963636363636364, 0.42063636363636364]
267;614693638354829313;NONE;POSITIVE;Atheism;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.36424999999999996, 0.224375, 0.28600000000000003]
268;614695131023720448;NONE;POSITIVE;Atheism;[0, 0, 1, 0, 1, 0, 0, 0, 1, 0];toxic;sta;[0.22899999999999998, 0.2098888888888889, 0.22244444444444442]
269;614697090707537920;NONE;NEGATIVE;Atheism;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];toxic;oth;[0.31446153846153846, 0.2541538461538462, 0.3073846153846154]
270;614735956663365632;AGAINST;NEGATIVE;Atheism;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;oth;[0.4236666666666667, 0.23720000000000002, 0.376]
271;614738893854932992;AGAINST;POSITIVE;Atheism;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.9789411764705884, 0.4958235294117647, 0.7692941176470588]
272;614743755455901696;AGAINST;POSITIVE;Atheism;[1, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;exp;[0.3575384615384616, 0.26353846153846155, 0.3373076923076923]
273;614751572040388609;NONE;NEGATIVE;Atheism;[0, 0, 0, 0, 1, 0, 1, 0, 1, 0];non_toxic;exp;[0.30514285714285716, 0.26685714285714285, 0.26142857142857145]
274;614757471572332544;FAVOR;NEGATIVE;Atheism;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.4598888888888888, 0.2897777777777778, 0.40655555555555556]
275;614761513363091456;AGAINST;POSITIVE;Atheism;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.11842857142857142, 0.2807142857142857, 0.18957142857142856]
276;614781144316248064;AGAINST;POSITIVE;Atheism;[0, 1, 0, 0, 0, 1, 0, 1, 0, 0];non_toxic;sta;[0.5742142857142857, 0.254, 0.43564285714285716]
277;614788293088014336;NONE;POSITIVE;Atheism;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.4282222222222222, 0.22183333333333333, 0.2888333333333334]
278;614789994029387776;NONE;POSITIVE;Atheism;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];toxic;oth;[0.4523, 0.3524, 0.3991]
279;614791492264013825;AGAINST;POSITIVE;Atheism;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.4027777777777778, 0.2501111111111111, 0.3421111111111111]
280;614794387592216577;AGAINST;POSITIVE;Atheism;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.5289999999999999, 0.35730000000000006, 0.4353000000000001]
281;614795170131763200;NONE;NEGATIVE;Atheism;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.11544444444444443, 0.06833333333333333, 0.07288888888888889]
282;614795939421642752;FAVOR;NEGATIVE;Atheism;[1, 0, 0, 0, 0, 0, 1, 0, 1, 0];non_toxic;exp;[0.2796428571428572, 0.24842857142857142, 0.2745714285714286]
283;614834380113113088;AGAINST;POSITIVE;Atheism;[0, 1, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.5401, 0.3407, 0.4625]
284;614835952427466752;NONE;NEGATIVE;Atheism;[0, 0, 0, 1, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.4632307692307692, 0.3452307692307693, 0.3486153846153846]
285;614840453414793216;NONE;NEGATIVE;Atheism;[0, 1, 0, 1, 0, 1, 0, 0, 0, 0];toxic;que;[0.43700000000000006, 0.607375, 0.46975]
286;614853151246528512;NONE;POSITIVE;Atheism;[0, 1, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.33284615384615385, 0.2939230769230769, 0.39061538461538464]
287;614853438795550720;AGAINST;POSITIVE;Atheism;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;oth;[0.4944, 0.25460000000000005, 0.41559999999999997]
288;614859301224583168;NONE;POSITIVE;Atheism;[1, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;exp;[0.5731333333333334, 0.4137333333333333, 0.5342666666666668]
289;614863301089075200;AGAINST;POSITIVE;Atheism;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.419, 0.318, 0.38355555555555554]
290;614867316916944897;AGAINST;POSITIVE;Atheism;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;exp;[0.38607142857142857, 0.2777857142857143, 0.34414285714285714]
291;614878080352436224;AGAINST;POSITIVE;Atheism;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.681375, 0.391625, 0.53975]
292;614879485566025728;AGAINST;NEGATIVE;Atheism;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.34052941176470586, 0.26794117647058824, 0.3212941176470588]
293;614902501779750912;NONE;POSITIVE;Atheism;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.7310000000000001, 0.6585, 0.6961999999999999]
294;614902899206782976;FAVOR;NEGATIVE;Atheism;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.40221428571428575, 0.3148571428571429, 0.4155714285714286]
295;614914356862713857;AGAINST;POSITIVE;Atheism;[0, 0, 0, 0, 0, 0, 1, 0, 1, 0];non_toxic;exp;[0.5306111111111111, 0.3482222222222223, 0.4056666666666667]
296;614915439395639296;AGAINST;POSITIVE;Atheism;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.5727, 0.3427, 0.48930000000000007]
297;614920108348207104;AGAINST;POSITIVE;Atheism;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.3675, 0.2815, 0.374375]
298;614928234870734848;AGAINST;POSITIVE;Atheism;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.5081, 0.2771, 0.3606]
